,qzGroup,Key_word,E,I,T,F,MBTI_result
916,13365,"['창의적', '비평적', '개방성', '열성적', '구체적', '감성적', '행동안정성', '보유적']",1,1,1,1,err
917,13365,"['창의적', '비평적', '개방성', '열성적', '구체적', '감성적', '행동안정성', '보유적']",1,1,1,1,err
918,13365,"['창의적', '비평적', '개방성', '열성적', '구체적', '감성적', '행동안정성', '보유적']",1,1,1,1,err
919,13366,"['능동적', '추상적', '현실적', '정서적', '열성적', '경험적', '이성적', '허용적']",2,0,1,2,EF
920,13366,"['능동적', '추상적', '현실적', '정서적', '열성적', '경험적', '이성적', '허용적']",2,0,1,2,EF
921,13366,"['능동적', '추상적', '현실적', '정서적', '열성적', '경험적', '이성적', '허용적']",2,0,1,2,EF
922,13367,"['능동적', '열성적', '추상적', '개방성', '현실적', '이상적', '논리적', '허용적']",2,0,1,1,err
923,13367,"['능동적', '열성적', '추상적', '개방성', '현실적', '이상적', '논리적', '허용적']",2,0,1,1,err
924,13367,"['능동적', '열성적', '추상적', '개방성', '현실적', '이상적', '논리적', '허용적']",2,0,1,1,err
925,13368,"['능동적', '열성적', '현실적', '이상적', '추상적', '정서적', '개방성', '표현적']",3,0,0,1,EF
926,13368,"['능동적', '열성적', '현실적', '이상적', '추상적', '정서적', '개방성', '표현적']",3,0,0,1,EF
927,13368,"['능동적', '열성적', '현실적', '이상적', '추상적', '정서적', '개방성', '표현적']",3,0,0,1,EF
928,13369,"['창의적', '이상적', '유연성', '열성적', '추상적', '논리적', '감성적', '개방성']",1,0,1,1,err
929,13369,"['창의적', '이상적', '유연성', '열성적', '추상적', '논리적', '감성적', '개방성']",1,0,1,1,err
930,13369,"['창의적', '이상적', '유연성', '열성적', '추상적', '논리적', '감성적', '개방성']",1,0,1,1,err
931,13370,"['정서적', '허용적', '감성적', '표현적', '경험적', '유연성', '목표지향성', '능동적']",2,0,0,3,EF
932,13370,"['정서적', '허용적', '감성적', '표현적', '경험적', '유연성', '목표지향성', '능동적']",2,0,0,3,EF
933,13370,"['정서적', '허용적', '감성적', '표현적', '경험적', '유연성', '목표지향성', '능동적']",2,0,0,3,EF
934,13372,"['구체적', '경험적', '표현적', '열성적', '계획적', '현실적', '체계적', '목표지향성']",2,0,0,0,err
935,13372,"['구체적', '경험적', '표현적', '열성적', '계획적', '현실적', '체계적', '목표지향성']",2,0,0,0,err
936,13372,"['구체적', '경험적', '표현적', '열성적', '계획적', '현실적', '체계적', '목표지향성']",2,0,0,0,err
937,13374,"['열성적', '현실적', '목표지향성', '계획적', '구체적', '능동적', '표현적', '논리적']",3,0,1,0,ET
938,13374,"['열성적', '현실적', '목표지향성', '계획적', '구체적', '능동적', '표현적', '논리적']",3,0,1,0,ET
939,13374,"['열성적', '현실적', '목표지향성', '계획적', '구체적', '능동적', '표현적', '논리적']",3,0,1,0,ET
940,13375,"['정서적', '구체적', '계획적', '능동적', '표현적', '경험적', '체계적', '목표지향성']",2,0,0,1,EF
941,13375,"['정서적', '구체적', '계획적', '능동적', '표현적', '경험적', '체계적', '목표지향성']",2,0,0,1,EF
942,13375,"['정서적', '구체적', '계획적', '능동적', '표현적', '경험적', '체계적', '목표지향성']",2,0,0,1,EF
943,13396,"['능동적', '구체적', '열성적', '논리적', '계획적', '보유적', '이상적', '허용적']",2,1,1,1,err
944,13396,"['능동적', '구체적', '열성적', '논리적', '계획적', '보유적', '이상적', '허용적']",2,1,1,1,err
945,13396,"['능동적', '구체적', '열성적', '논리적', '계획적', '보유적', '이상적', '허용적']",2,1,1,1,err
946,13397,"['구체적', '정적', '체계적', '현실적', '목표지향성', '감성적', '행동안정성', '보유적']",0,2,0,1,IF
947,13397,"['구체적', '정적', '체계적', '현실적', '목표지향성', '감성적', '행동안정성', '보유적']",0,2,0,1,IF
948,13397,"['구체적', '정적', '체계적', '현실적', '목표지향성', '감성적', '행동안정성', '보유적']",0,2,0,1,IF
949,13398,"['체계적', '이성적', '목표지향성', '계획적', '현실적', '구체적', '논리적', '능동적']",1,0,2,0,ET
950,13398,"['체계적', '이성적', '목표지향성', '계획적', '현실적', '구체적', '논리적', '능동적']",1,0,2,0,ET
951,13398,"['체계적', '이성적', '목표지향성', '계획적', '현실적', '구체적', '논리적', '능동적']",1,0,2,0,ET
952,13399,"['목표지향성', '구체적', '체계적', '계획적', '능동적', '현실적', '열성적', '논리적']",2,0,1,0,ET
953,13399,"['목표지향성', '구체적', '체계적', '계획적', '능동적', '현실적', '열성적', '논리적']",2,0,1,0,ET
954,13399,"['목표지향성', '구체적', '체계적', '계획적', '능동적', '현실적', '열성적', '논리적']",2,0,1,0,ET
955,13400,"['정서적', '목표지향성', '이상적', '표현적', '능동적', '체계적', '계획적', '열성적']",3,0,0,1,EF
956,13400,"['정서적', '목표지향성', '이상적', '표현적', '능동적', '체계적', '계획적', '열성적']",3,0,0,1,EF
957,13400,"['정서적', '목표지향성', '이상적', '표현적', '능동적', '체계적', '계획적', '열성적']",3,0,0,1,EF
958,13401,"['정서적', '이상적', '표현적', '계획적', '추상적', '능동적', '열성적', '현실적']",3,0,0,1,EF
959,13401,"['정서적', '이상적', '표현적', '계획적', '추상적', '능동적', '열성적', '현실적']",3,0,0,1,EF
960,13401,"['정서적', '이상적', '표현적', '계획적', '추상적', '능동적', '열성적', '현실적']",3,0,0,1,EF
961,13402,"['구체적', '논리적', '체계적', '목표지향성', '계획적', '능동적', '이성적', '현실적']",1,0,2,0,ET
962,13402,"['구체적', '논리적', '체계적', '목표지향성', '계획적', '능동적', '이성적', '현실적']",1,0,2,0,ET
963,13402,"['구체적', '논리적', '체계적', '목표지향성', '계획적', '능동적', '이성적', '현실적']",1,0,2,0,ET
964,13403,"['비평적', '행동안정성', '정서적', '열성적', '이상적', '감성적', '목표지향성', '계획적']",1,0,1,2,EF
965,13403,"['비평적', '행동안정성', '정서적', '열성적', '이상적', '감성적', '목표지향성', '계획적']",1,0,1,2,EF
966,13403,"['비평적', '행동안정성', '정서적', '열성적', '이상적', '감성적', '목표지향성', '계획적']",1,0,1,2,EF
967,13404,"['목표지향성', '구체적', '체계적', '계획적', '능동적', '현실적', '논리적', '이성적']",1,0,2,0,ET
968,13404,"['목표지향성', '구체적', '체계적', '계획적', '능동적', '현실적', '논리적', '이성적']",1,0,2,0,ET
969,13404,"['목표지향성', '구체적', '체계적', '계획적', '능동적', '현실적', '논리적', '이성적']",1,0,2,0,ET
970,13405,"['허용적', '유연성', '표현적', '능동적', '현실적', '경험적', '정서적', '이성적']",2,0,1,2,EF
971,13405,"['허용적', '유연성', '표현적', '능동적', '현실적', '경험적', '정서적', '이성적']",2,0,1,2,EF
972,13405,"['허용적', '유연성', '표현적', '능동적', '현실적', '경험적', '정서적', '이성적']",2,0,1,2,EF
973,13499,"['논리적', '유연성', '목표지향성', '자발성', '현실적', '경험적', '허용적', '추상적']",0,0,1,1,err
974,13499,"['논리적', '유연성', '목표지향성', '자발성', '현실적', '경험적', '허용적', '추상적']",0,0,1,1,err
975,13499,"['논리적', '유연성', '목표지향성', '자발성', '현실적', '경험적', '허용적', '추상적']",0,0,1,1,err
976,13500,"['현실적', '이성적', '목표지향성', '계획적', '논리적', '구체적', '체계적', '열성적']",1,0,2,0,ET
977,13500,"['현실적', '이성적', '목표지향성', '계획적', '논리적', '구체적', '체계적', '열성적']",1,0,2,0,ET
978,13500,"['현실적', '이성적', '목표지향성', '계획적', '논리적', '구체적', '체계적', '열성적']",1,0,2,0,ET
979,13501,"['열성적', '표현적', '구체적', '감성적', '정서적', '유연성', '계획적', '능동적']",3,0,0,2,EF
980,13501,"['열성적', '표현적', '구체적', '감성적', '정서적', '유연성', '계획적', '능동적']",3,0,0,2,EF
981,13502,"['열성적', '이상적', '능동적', '표현적', '계획적', '창의적', '논리적', '비평적']",3,0,2,0,ET
982,13502,"['열성적', '이상적', '능동적', '표현적', '계획적', '창의적', '논리적', '비평적']",3,0,2,0,ET
983,13502,"['열성적', '이상적', '능동적', '표현적', '계획적', '창의적', '논리적', '비평적']",3,0,2,0,ET
984,13503,"['표현적', '열성적', '계획적', '능동적', '구체적', '현실적', '감성적', '목표지향성']",3,0,0,1,EF
985,13503,"['표현적', '열성적', '계획적', '능동적', '구체적', '현실적', '감성적', '목표지향성']",3,0,0,1,EF
986,13503,"['표현적', '열성적', '계획적', '능동적', '구체적', '현실적', '감성적', '목표지향성']",3,0,0,1,EF
987,13504,"['계획적', '표현적', '목표지향성', '이상적', '정서적', '허용적', '체계적', '열성적']",2,0,0,2,EF
988,13504,"['계획적', '표현적', '목표지향성', '이상적', '정서적', '허용적', '체계적', '열성적']",2,0,0,2,EF
989,13504,"['계획적', '표현적', '목표지향성', '이상적', '정서적', '허용적', '체계적', '열성적']",2,0,0,2,EF
990,13505,"['현실적', '계획적', '목표지향성', '열성적', '구체적', '이성적', '허용적', '표현적']",2,0,1,1,err
991,13505,"['현실적', '계획적', '목표지향성', '열성적', '구체적', '이성적', '허용적', '표현적']",2,0,1,1,err
992,13505,"['현실적', '계획적', '목표지향성', '열성적', '구체적', '이성적', '허용적', '표현적']",2,0,1,1,err
993,13506,"['계획적', '현실적', '목표지향성', '구체적', '열성적', '허용적', '표현적', '경험적']",2,0,0,1,EF
994,13506,"['계획적', '현실적', '목표지향성', '구체적', '열성적', '허용적', '표현적', '경험적']",2,0,0,1,EF
995,13506,"['계획적', '현실적', '목표지향성', '구체적', '열성적', '허용적', '표현적', '경험적']",2,0,0,1,EF
996,13507,"['계획적', '구체적', '목표지향성', '현실적', '열성적', '허용적', '이성적', '표현적']",2,0,1,1,err
997,13507,"['계획적', '구체적', '목표지향성', '현실적', '열성적', '허용적', '이성적', '표현적']",2,0,1,1,err
998,13507,"['계획적', '구체적', '목표지향성', '현실적', '열성적', '허용적', '이성적', '표현적']",2,0,1,1,err
999,13508,"['자발성', '현실적', '경험적', '허용적', '추상적', '정서적', '감성적', '유연성']",0,0,0,3,err
1000,13508,"['자발성', '현실적', '경험적', '허용적', '추상적', '정서적', '감성적', '유연성']",0,0,0,3,err
1001,13508,"['자발성', '현실적', '경험적', '허용적', '추상적', '정서적', '감성적', '유연성']",0,0,0,3,err
1002,13510,"['열성적', '능동적', '계획적', '허용적', '유연성', '목표지향성', '표현적', '감성적']",3,0,0,2,EF
1003,13510,"['열성적', '능동적', '계획적', '허용적', '유연성', '목표지향성', '표현적', '감성적']",3,0,0,2,EF
1004,13510,"['열성적', '능동적', '계획적', '허용적', '유연성', '목표지향성', '표현적', '감성적']",3,0,0,2,EF
1005,13511,"['구체적', '보유적', '정서적', '정적', '비평적', '계획적', '경험적', '체계적']",0,2,1,1,err
1006,13511,"['구체적', '보유적', '정서적', '정적', '비평적', '계획적', '경험적', '체계적']",0,2,1,1,err
1007,13511,"['구체적', '보유적', '정서적', '정적', '비평적', '계획적', '경험적', '체계적']",0,2,1,1,err
1008,13512,"['능동적', '열성적', '표현적', '계획적', '체계적', '목표지향성', '논리적', '감성적']",3,0,1,1,err
1009,13512,"['능동적', '열성적', '표현적', '계획적', '체계적', '목표지향성', '논리적', '감성적']",3,0,1,1,err
1010,13512,"['능동적', '열성적', '표현적', '계획적', '체계적', '목표지향성', '논리적', '감성적']",3,0,1,1,err
1011,13513,"['능동적', '구체적', '논리적', '체계적', '현실적', '목표지향성', '경험적', '계획적']",1,0,1,0,ET
1012,13513,"['능동적', '구체적', '논리적', '체계적', '현실적', '목표지향성', '경험적', '계획적']",1,0,1,0,ET
1013,13513,"['능동적', '구체적', '논리적', '체계적', '현실적', '목표지향성', '경험적', '계획적']",1,0,1,0,ET
1014,13514,"['능동적', '논리적', '경험적', '구체적', '체계적', '목표지향성', '계획적', '현실적']",1,0,1,0,ET
1015,13514,"['능동적', '논리적', '경험적', '구체적', '체계적', '목표지향성', '계획적', '현실적']",1,0,1,0,ET
1016,13514,"['능동적', '논리적', '경험적', '구체적', '체계적', '목표지향성', '계획적', '현실적']",1,0,1,0,ET
1017,13515,"['목표지향성', '계획적', '구체적', '능동적', '논리적', '체계적', '이성적', '경험적']",1,0,2,0,ET
1018,13515,"['목표지향성', '계획적', '구체적', '능동적', '논리적', '체계적', '이성적', '경험적']",1,0,2,0,ET
1019,13515,"['목표지향성', '계획적', '구체적', '능동적', '논리적', '체계적', '이성적', '경험적']",1,0,2,0,ET
1020,13516,"['능동적', '논리적', '체계적', '계획적', '구체적', '목표지향성', '현실적', '경험적']",1,0,1,0,ET
1021,13516,"['능동적', '논리적', '체계적', '계획적', '구체적', '목표지향성', '현실적', '경험적']",1,0,1,0,ET
1022,13516,"['능동적', '논리적', '체계적', '계획적', '구체적', '목표지향성', '현실적', '경험적']",1,0,1,0,ET
1023,13518,"['논리적', '체계적', '능동적', '창의적', '목표지향성', '이상적', '계획적', '추상적']",1,0,1,0,ET
1024,13518,"['논리적', '체계적', '능동적', '창의적', '목표지향성', '이상적', '계획적', '추상적']",1,0,1,0,ET
1025,13518,"['논리적', '체계적', '능동적', '창의적', '목표지향성', '이상적', '계획적', '추상적']",1,0,1,0,ET
1026,13519,"['정서적', '허용적', '구체적', '계획적', '표현적', '경험적', '능동적', '열성적']",3,0,0,2,EF
1027,13519,"['정서적', '허용적', '구체적', '계획적', '표현적', '경험적', '능동적', '열성적']",3,0,0,2,EF
1028,13519,"['정서적', '허용적', '구체적', '계획적', '표현적', '경험적', '능동적', '열성적']",3,0,0,2,EF
1029,13522,"['능동적', '현실적', '감성적', '열성적', '비평적', '목표지향성', '표현적', '추상적']",3,0,1,1,err
1030,13522,"['능동적', '현실적', '감성적', '열성적', '비평적', '목표지향성', '표현적', '추상적']",3,0,1,1,err
1031,13522,"['능동적', '현실적', '감성적', '열성적', '비평적', '목표지향성', '표현적', '추상적']",3,0,1,1,err
1032,13523,"['열성적', '능동적', '정서적', '유연성', '표현적', '감성적', '개방성', '자발성']",3,0,0,2,EF
1033,13523,"['열성적', '능동적', '정서적', '유연성', '표현적', '감성적', '개방성', '자발성']",3,0,0,2,EF
1034,13523,"['열성적', '능동적', '정서적', '유연성', '표현적', '감성적', '개방성', '자발성']",3,0,0,2,EF
1035,13525,"['감성적', '경험적', '계획적', '열성적', '현실적', '허용적', '구체적', '체계적']",1,0,0,2,EF
1036,13525,"['감성적', '경험적', '계획적', '열성적', '현실적', '허용적', '구체적', '체계적']",1,0,0,2,EF
1037,13525,"['감성적', '경험적', '계획적', '열성적', '현실적', '허용적', '구체적', '체계적']",1,0,0,2,EF
1038,13526,"['구체적', '정서적', '개방성', '표현적', '경험적', '허용적', '계획적', '능동적']",2,0,0,2,EF
1039,13526,"['구체적', '정서적', '개방성', '표현적', '경험적', '허용적', '계획적', '능동적']",2,0,0,2,EF
1040,13526,"['구체적', '정서적', '개방성', '표현적', '경험적', '허용적', '계획적', '능동적']",2,0,0,2,EF
1041,13537,"['표현적', '감성적', '행동안정성', '창의적', '열성적', '이상적', '논리적', '개방성']",2,0,1,1,err
1042,13537,"['표현적', '감성적', '행동안정성', '창의적', '열성적', '이상적', '논리적', '개방성']",2,0,1,1,err
1043,13537,"['표현적', '감성적', '행동안정성', '창의적', '열성적', '이상적', '논리적', '개방성']",2,0,1,1,err
1044,13565,"['비평적', '보유적', '열성적', '추상적', '논리적', '이성적', '유연성', '창의적']",1,1,3,0,err
1045,13565,"['비평적', '보유적', '열성적', '추상적', '논리적', '이성적', '유연성', '창의적']",1,1,3,0,err
1046,13565,"['비평적', '보유적', '열성적', '추상적', '논리적', '이성적', '유연성', '창의적']",1,1,3,0,err
1047,13567,"['현실적', '행동안정성', '추상적', '비평적', '열성적', '유연성', '감성적', '개방성']",1,0,1,1,err
1048,13567,"['현실적', '행동안정성', '추상적', '비평적', '열성적', '유연성', '감성적', '개방성']",1,0,1,1,err
1049,13567,"['현실적', '행동안정성', '추상적', '비평적', '열성적', '유연성', '감성적', '개방성']",1,0,1,1,err
1050,13570,"['목표지향성', '이성적', '체계적', '논리적', '구체적', '계획적', '능동적', '현실적']",1,0,2,0,ET
1051,13570,"['목표지향성', '이성적', '체계적', '논리적', '구체적', '계획적', '능동적', '현실적']",1,0,2,0,ET
1052,13570,"['목표지향성', '이성적', '체계적', '논리적', '구체적', '계획적', '능동적', '현실적']",1,0,2,0,ET
1053,13571,"['비평적', '정서적', '경험적', '체계적', '계획적', '행동안정성', '표현적', '정적']",1,1,1,1,err
1054,13571,"['비평적', '정서적', '경험적', '체계적', '계획적', '행동안정성', '표현적', '정적']",1,1,1,1,err
1055,13571,"['비평적', '정서적', '경험적', '체계적', '계획적', '행동안정성', '표현적', '정적']",1,1,1,1,err
1056,13572,"['열성적', '이성적', '체계적', '능동적', '구체적', '경험적', '표현적', '현실적']",3,0,1,0,ET
1057,13572,"['열성적', '이성적', '체계적', '능동적', '구체적', '경험적', '표현적', '현실적']",3,0,1,0,ET
1058,13572,"['열성적', '이성적', '체계적', '능동적', '구체적', '경험적', '표현적', '현실적']",3,0,1,0,ET
1059,13573,"['논리적', '유연성', '자발성', '정적', '행동안정성', '현실적', '경험적', '표현적']",1,1,1,0,err
1060,13573,"['논리적', '유연성', '자발성', '정적', '행동안정성', '현실적', '경험적', '표현적']",1,1,1,0,err
1061,13573,"['논리적', '유연성', '자발성', '정적', '행동안정성', '현실적', '경험적', '표현적']",1,1,1,0,err
1062,13574,"['능동적', '열성적', '표현적', '경험적', '비평적', '현실적', '논리적', '목표지향성']",3,0,2,0,ET
1063,13574,"['능동적', '열성적', '표현적', '경험적', '비평적', '현실적', '논리적', '목표지향성']",3,0,2,0,ET
1064,13574,"['능동적', '열성적', '표현적', '경험적', '비평적', '현실적', '논리적', '목표지향성']",3,0,2,0,ET
1065,13577,"['행동안정성', '보유적', '정적', '창의적', '유연성', '계획적', '비평적', '개방성']",0,2,1,0,IT
1066,13577,"['행동안정성', '보유적', '정적', '창의적', '유연성', '계획적', '비평적', '개방성']",0,2,1,0,IT
1067,13577,"['행동안정성', '보유적', '정적', '창의적', '유연성', '계획적', '비평적', '개방성']",0,2,1,0,IT
1068,13580,"['계획적', '현실적', '보유적', '목표지향성', '정적', '구체적', '허용적', '행동안정성']",0,2,0,1,IF
1069,13580,"['계획적', '현실적', '보유적', '목표지향성', '정적', '구체적', '허용적', '행동안정성']",0,2,0,1,IF
1070,13580,"['계획적', '현실적', '보유적', '목표지향성', '정적', '구체적', '허용적', '행동안정성']",0,2,0,1,IF
1071,13581,"['열성적', '현실적', '정서적', '감성적', '표현적', '허용적', '자발성', '구체적']",2,0,0,3,EF
1072,13581,"['열성적', '현실적', '정서적', '감성적', '표현적', '허용적', '자발성', '구체적']",2,0,0,3,EF
1073,13581,"['열성적', '현실적', '정서적', '감성적', '표현적', '허용적', '자발성', '구체적']",2,0,0,3,EF
1074,13582,"['경험적', '구체적', '정서적', '계획적', '정적', '감성적', '능동적', '보유적']",1,2,0,2,IF
1075,13582,"['경험적', '구체적', '정서적', '계획적', '정적', '감성적', '능동적', '보유적']",1,2,0,2,IF
1076,13582,"['경험적', '구체적', '정서적', '계획적', '정적', '감성적', '능동적', '보유적']",1,2,0,2,IF
1077,13583,"['허용적', '열성적', '경험적', '구체적', '현실적', '논리적', '유연성', '목표지향성']",1,0,1,1,err
1078,13583,"['허용적', '열성적', '경험적', '구체적', '현실적', '논리적', '유연성', '목표지향성']",1,0,1,1,err
1079,13583,"['허용적', '열성적', '경험적', '구체적', '현실적', '논리적', '유연성', '목표지향성']",1,0,1,1,err
1080,13584,"['창의적', '감성적', '논리적', '허용적', '자발성', '열성적', '구체적', '이상적']",1,0,1,2,EF
1081,13584,"['창의적', '감성적', '논리적', '허용적', '자발성', '열성적', '구체적', '이상적']",1,0,1,2,EF
1082,13584,"['창의적', '감성적', '논리적', '허용적', '자발성', '열성적', '구체적', '이상적']",1,0,1,2,EF
1083,13585,"['능동적', '논리적', '경험적', '목표지향성', '자발성', '열성적', '구체적', '체계적']",2,0,1,0,ET
1084,13585,"['능동적', '논리적', '경험적', '목표지향성', '자발성', '열성적', '구체적', '체계적']",2,0,1,0,ET
1085,13585,"['능동적', '논리적', '경험적', '목표지향성', '자발성', '열성적', '구체적', '체계적']",2,0,1,0,ET
1086,13586,"['목표지향성', '계획적', '현실적', '정적', '정서적', '감성적', '구체적', '허용적']",0,1,0,3,IF
1087,13586,"['목표지향성', '계획적', '현실적', '정적', '정서적', '감성적', '구체적', '허용적']",0,1,0,3,IF
1088,13586,"['목표지향성', '계획적', '현실적', '정적', '정서적', '감성적', '구체적', '허용적']",0,1,0,3,IF
1089,13587,"['계획적', '능동적', '목표지향성', '구체적', '논리적', '이성적', '현실적', '체계적']",1,0,2,0,ET
1090,13587,"['계획적', '능동적', '목표지향성', '구체적', '논리적', '이성적', '현실적', '체계적']",1,0,2,0,ET
1091,13587,"['계획적', '능동적', '목표지향성', '구체적', '논리적', '이성적', '현실적', '체계적']",1,0,2,0,ET
1092,13588,"['표현적', '감성적', '창의적', '이상적', '유연성', '열성적', '능동적', '구체적']",3,0,0,1,EF
1093,13588,"['표현적', '감성적', '창의적', '이상적', '유연성', '열성적', '능동적', '구체적']",3,0,0,1,EF
1094,13588,"['표현적', '감성적', '창의적', '이상적', '유연성', '열성적', '능동적', '구체적']",3,0,0,1,EF
1095,13589,"['계획적', '구체적', '목표지향성', '열성적', '유연성', '현실적', '이성적', '능동적']",2,0,1,0,ET
1096,13589,"['계획적', '구체적', '목표지향성', '열성적', '유연성', '현실적', '이성적', '능동적']",2,0,1,0,ET
1097,13589,"['계획적', '구체적', '목표지향성', '열성적', '유연성', '현실적', '이성적', '능동적']",2,0,1,0,ET
1098,13590,"['계획적', '구체적', '현실적', '목표지향성', '정적', '논리적', '이성적', '비평적']",0,1,3,0,IT
1099,13590,"['계획적', '구체적', '현실적', '목표지향성', '정적', '논리적', '이성적', '비평적']",0,1,3,0,IT
1100,13590,"['계획적', '구체적', '현실적', '목표지향성', '정적', '논리적', '이성적', '비평적']",0,1,3,0,IT
1101,13591,"['계획적', '정적', '구체적', '목표지향성', '현실적', '체계적', '보유적', '논리적']",0,2,1,0,IT
1102,13591,"['계획적', '정적', '구체적', '목표지향성', '현실적', '체계적', '보유적', '논리적']",0,2,1,0,IT
1103,13591,"['계획적', '정적', '구체적', '목표지향성', '현실적', '체계적', '보유적', '논리적']",0,2,1,0,IT
1104,13593,"['능동적', '표현적', '열성적', '경험적', '논리적', '감성적', '체계적', '개방성']",3,0,1,1,err
1105,13593,"['능동적', '표현적', '열성적', '경험적', '논리적', '감성적', '체계적', '개방성']",3,0,1,1,err
1106,13593,"['능동적', '표현적', '열성적', '경험적', '논리적', '감성적', '체계적', '개방성']",3,0,1,1,err
1107,13596,"['현실적', '보유적', '감성적', '경험적', '행동안정성', '추상적', '비평적', '정적']",0,2,1,1,err
1108,13596,"['현실적', '보유적', '감성적', '경험적', '행동안정성', '추상적', '비평적', '정적']",0,2,1,1,err
1109,13596,"['현실적', '보유적', '감성적', '경험적', '행동안정성', '추상적', '비평적', '정적']",0,2,1,1,err
1110,13603,"['감성적', '창의적', '유연성', '개방성', '추상적', '자발성', '능동적', '이상적']",1,0,0,1,EF
1111,13603,"['감성적', '창의적', '유연성', '개방성', '추상적', '자발성', '능동적', '이상적']",1,0,0,1,EF
1112,13603,"['감성적', '창의적', '유연성', '개방성', '추상적', '자발성', '능동적', '이상적']",1,0,0,1,EF
1113,13612,"['추상적', '감성적', '현실적', '정서적', '허용적', '열성적', '경험적', '목표지향성']",1,0,0,3,EF
1114,13612,"['추상적', '감성적', '현실적', '정서적', '허용적', '열성적', '경험적', '목표지향성']",1,0,0,3,EF
1115,13612,"['추상적', '감성적', '현실적', '정서적', '허용적', '열성적', '경험적', '목표지향성']",1,0,0,3,EF
1116,13614,"['경험적', '보유적', '유연성', '구체적', '개방성', '자발성', '능동적', '현실적']",1,1,0,0,err
1117,13614,"['경험적', '보유적', '유연성', '구체적', '개방성', '자발성', '능동적', '현실적']",1,1,0,0,err
1118,13614,"['경험적', '보유적', '유연성', '구체적', '개방성', '자발성', '능동적', '현실적']",1,1,0,0,err
1119,13615,"['허용적', '이성적', '목표지향성', '유연성', '창의적', '이상적', '행동안정성', '보유적']",0,1,1,1,err
1120,13615,"['허용적', '이성적', '목표지향성', '유연성', '창의적', '이상적', '행동안정성', '보유적']",0,1,1,1,err
1121,13615,"['허용적', '이성적', '목표지향성', '유연성', '창의적', '이상적', '행동안정성', '보유적']",0,1,1,1,err
1122,13620,"['보유적', '비평적', '체계적', '현실적', '정서적', '행동안정성', '열성적', '추상적']",1,1,1,1,err
1123,13620,"['보유적', '비평적', '체계적', '현실적', '정서적', '행동안정성', '열성적', '추상적']",1,1,1,1,err
1124,13620,"['보유적', '비평적', '체계적', '현실적', '정서적', '행동안정성', '열성적', '추상적']",1,1,1,1,err
1125,13621,"['표현적', '능동적', '경험적', '허용적', '정서적', '계획적', '창의적', '이성적']",2,0,1,2,EF
1126,13621,"['표현적', '능동적', '경험적', '허용적', '정서적', '계획적', '창의적', '이성적']",2,0,1,2,EF
1127,13621,"['표현적', '능동적', '경험적', '허용적', '정서적', '계획적', '창의적', '이성적']",2,0,1,2,EF
1128,13622,"['보유적', '논리적', '열성적', '행동안정성', '현실적', '비평적', '구체적', '감성적']",1,1,2,1,err
1129,13622,"['보유적', '논리적', '열성적', '행동안정성', '현실적', '비평적', '구체적', '감성적']",1,1,2,1,err
1130,13622,"['보유적', '논리적', '열성적', '행동안정성', '현실적', '비평적', '구체적', '감성적']",1,1,2,1,err
1131,13625,"['보유적', '능동적', '구체적', '감성적', '체계적', '자발성', '열성적', '창의적']",2,1,0,1,EF
1132,13625,"['보유적', '능동적', '구체적', '감성적', '체계적', '자발성', '열성적', '창의적']",2,1,0,1,EF
1133,13625,"['보유적', '능동적', '구체적', '감성적', '체계적', '자발성', '열성적', '창의적']",2,1,0,1,EF
1134,13630,"['구체적', '경험적', '능동적', '개방성', '계획적', '표현적', '허용적', '열성적']",3,0,0,1,EF
1135,13630,"['구체적', '경험적', '능동적', '개방성', '계획적', '표현적', '허용적', '열성적']",3,0,0,1,EF
1136,13630,"['구체적', '경험적', '능동적', '개방성', '계획적', '표현적', '허용적', '열성적']",3,0,0,1,EF
1137,13631,"['계획적', '능동적', '정서적', '목표지향성', '표현적', '열성적', '경험적', '허용적']",3,0,0,2,EF
1138,13631,"['계획적', '능동적', '정서적', '목표지향성', '표현적', '열성적', '경험적', '허용적']",3,0,0,2,EF
1139,13631,"['계획적', '능동적', '정서적', '목표지향성', '표현적', '열성적', '경험적', '허용적']",3,0,0,2,EF
1140,13635,"['계획적', '이성적', '정서적', '유연성', '개방성', '능동적', '추상적', '표현적']",2,0,1,1,err
1141,13635,"['계획적', '이성적', '정서적', '유연성', '개방성', '능동적', '추상적', '표현적']",2,0,1,1,err
1142,13635,"['계획적', '이성적', '정서적', '유연성', '개방성', '능동적', '추상적', '표현적']",2,0,1,1,err
1143,13637,"['열성적', '추상적', '목표지향성', '자발성', '표현적', '능동적', '창의적', '감성적']",3,0,0,1,EF
1144,13637,"['열성적', '추상적', '목표지향성', '자발성', '표현적', '능동적', '창의적', '감성적']",3,0,0,1,EF
1145,13637,"['열성적', '추상적', '목표지향성', '자발성', '표현적', '능동적', '창의적', '감성적']",3,0,0,1,EF
1146,13640,"['이성적', '계획적', '구체적', '허용적', '체계적', '보유적', '정적', '경험적']",0,2,1,1,err
1147,13640,"['이성적', '계획적', '구체적', '허용적', '체계적', '보유적', '정적', '경험적']",0,2,1,1,err
1148,13640,"['이성적', '계획적', '구체적', '허용적', '체계적', '보유적', '정적', '경험적']",0,2,1,1,err
1149,13643,"['이성적', '비평적', '능동적', '열성적', '추상적', '경험적', '논리적', '체계적']",2,0,3,0,ET
