qzGroup,pass_video,fileUrl,emotion_fear,emotion_aversion,emotion_happy,emotion_sadness,emotion_angry,emotion_neutral,face_angle,shoulder_angle,left_shoulder,left_shoulder_move_count,right_shoulder,right_shoulder_move_count,center_shoulder,center_shoulder_left_move_count,center_shoulder_right_move_count,left_hand_time,left_hand_move_count,right_hand_time,right_hand_move_count,gaze_x_score,gaze_y_score,shoulder_vertical_score,shoulder_horizon_score,face_angle_score,gesture_score
5038,x,https://withmind.cache.smilecdn.com/vod/1595393752806_1_1382.mp4,0,0,0,0,0,0,0,0,"{""low_spot"": {""x"": 0, ""y"": 0}, ""high_spot"": {""x"": 0, ""y"": 0}}",0,"{""low_spot"": {""x"": 0, ""y"": 0}, ""high_spot"": {""x"": 0, ""y"": 0}}",0,"{""left_spot"": {""x"": 0, ""y"": 0}, ""right_spot"": {""x"": 0, ""y"": 0}}",0,0,0,0,0,0,100,100,100,100,100,100
5038,x,https://withmind.cache.smilecdn.com/vod/1595393856048_2_1382.mp4,0,0,0,0,0,0,0,0,"{""low_spot"": {""x"": 0, ""y"": 0}, ""high_spot"": {""x"": 0, ""y"": 0}}",0,"{""low_spot"": {""x"": 0, ""y"": 0}, ""high_spot"": {""x"": 0, ""y"": 0}}",0,"{""left_spot"": {""x"": 0, ""y"": 0}, ""right_spot"": {""x"": 0, ""y"": 0}}",0,0,0,0,0,0,100,100,100,100,100,100
5038,x,https://withmind.cache.smilecdn.com/vod/1595393752806_1_1382.mp4,0,0,0,0,0,0,0,0,"{""low_spot"": {""x"": 0, ""y"": 0}, ""high_spot"": {""x"": 0, ""y"": 0}}",0,"{""low_spot"": {""x"": 0, ""y"": 0}, ""high_spot"": {""x"": 0, ""y"": 0}}",0,"{""left_spot"": {""x"": 0, ""y"": 0}, ""right_spot"": {""x"": 0, ""y"": 0}}",0,0,0,0,0,0,100,100,100,100,100,100
5038,x,https://withmind.cache.smilecdn.com/vod/1595393856048_2_1382.mp4,0,0,0,0,0,0,0,0,"{""low_spot"": {""x"": 0, ""y"": 0}, ""high_spot"": {""x"": 0, ""y"": 0}}",0,"{""low_spot"": {""x"": 0, ""y"": 0}, ""high_spot"": {""x"": 0, ""y"": 0}}",0,"{""left_spot"": {""x"": 0, ""y"": 0}, ""right_spot"": {""x"": 0, ""y"": 0}}",0,0,0,0,0,0,100,100,100,100,100,100
5038,x,https://withmind.cache.smilecdn.com/vod/1595393962568_3_1382.mp4,0,0,0,0,0,0,0,0,"{""low_spot"": {""x"": 0, ""y"": 0}, ""high_spot"": {""x"": 0, ""y"": 0}}",0,"{""low_spot"": {""x"": 0, ""y"": 0}, ""high_spot"": {""x"": 0, ""y"": 0}}",0,"{""left_spot"": {""x"": 0, ""y"": 0}, ""right_spot"": {""x"": 0, ""y"": 0}}",0,0,0,0,0,0,100,100,100,100,100,100
5040,o,https://withmind.cache.smilecdn.com/vod/1573705276737_1_633.mp4,0.40511,16.81315,44.79517,19.27421,0.00018,16.94729,-0.76748,0.00862,"{""low_spot"": {""x"": 106, ""y"": 465}, ""high_spot"": {""x"": 125, ""y"": 435}}",1,"{""low_spot"": {""x"": 362, ""y"": 465}, ""high_spot"": {""x"": 349, ""y"": 448}}",1,"{""left_spot"": {""x"": 226, ""y"": 461}, ""right_spot"": {""x"": 252, ""y"": 444}}",0,1,0,0,0,0,60,80,100,60,100,100
5040,o,https://withmind.cache.smilecdn.com/vod/1573705392741_2_633.mp4,0.30545,22.235,39.93943,7.6644,0.00014,25.88786,-0.15124,-0.01339,"{""low_spot"": {""x"": 100, ""y"": 481}, ""high_spot"": {""x"": 98, ""y"": 451}}",2,"{""low_spot"": {""x"": 369, ""y"": 476}, ""high_spot"": {""x"": 364, ""y"": 466}}",2,"{""left_spot"": {""x"": 230, ""y"": 471}, ""right_spot"": {""x"": 235, ""y"": 474}}",0,0,0,0,0,0,100,100,100,100,100,100
5040,o,https://withmind.cache.smilecdn.com/vod/1573705502803_3_633.mp4,0.08301,31.55612,23.77334,10.44459,3.00E-05,30.85474,-0.02834,-0.00063,"{""low_spot"": {""x"": 100, ""y"": 477}, ""high_spot"": {""x"": 102, ""y"": 462}}",0,"{""low_spot"": {""x"": 369, ""y"": 477}, ""high_spot"": {""x"": 361, ""y"": 468}}",0,"{""left_spot"": {""x"": 231, ""y"": 468}, ""right_spot"": {""x"": 236, ""y"": 471}}",0,0,0,0,0,0,100,100,100,100,100,100
5041,o,https://withmind.cache.smilecdn.com/vod/1573709226785_1_643.mp4,1.00E-05,0.00157,10.89783,68.51303,0,20.04986,1.70808,-0.03667,"{""low_spot"": {""x"": 122, ""y"": 464}, ""high_spot"": {""x"": 123, ""y"": 459}}",0,"{""low_spot"": {""x"": 372, ""y"": 456}, ""high_spot"": {""x"": 372, ""y"": 448}}",0,"{""left_spot"": {""x"": 242, ""y"": 457}, ""right_spot"": {""x"": 249, ""y"": 455}}",0,0,0,0,0,0,100,100,100,100,100,100
5041,o,https://withmind.cache.smilecdn.com/vod/1573709340861_2_643.mp4,2.00E-05,0.00553,24.60281,58.2905,0,17.08958,2.0266,-0.03393,"{""low_spot"": {""x"": 118, ""y"": 466}, ""high_spot"": {""x"": 125, ""y"": 459}}",0,"{""low_spot"": {""x"": 368, ""y"": 457}, ""high_spot"": {""x"": 369, ""y"": 452}}",0,"{""left_spot"": {""x"": 243, ""y"": 461}, ""right_spot"": {""x"": 250, ""y"": 460}}",0,0,0,0,0,0,100,80,100,100,80,100
5041,o,https://withmind.cache.smilecdn.com/vod/1573709457092_3_643.mp4,2.00E-05,0.01173,14.55071,76.60789,0,8.79962,1.97227,-0.03529,"{""low_spot"": {""x"": 122, ""y"": 466}, ""high_spot"": {""x"": 122, ""y"": 457}}",0,"{""low_spot"": {""x"": 376, ""y"": 458}, ""high_spot"": {""x"": 372, ""y"": 446}}",0,"{""left_spot"": {""x"": 238, ""y"": 454}, ""right_spot"": {""x"": 252, ""y"": 459}}",0,0,0,0,0,0,100,80,100,80,100,100
5042,o,https://withmind.cache.smilecdn.com/vod/1573779999507_1_653.mp4,0.0009,3.42662,37.97967,0.93306,1.00E-05,53.38393,0.75332,0.00254,"{""low_spot"": {""x"": 120, ""y"": 488}, ""high_spot"": {""x"": 136, ""y"": 450}}",1,"{""low_spot"": {""x"": 395, ""y"": 493}, ""high_spot"": {""x"": 380, ""y"": 448}}",2,"{""left_spot"": {""x"": 194, ""y"": 456}, ""right_spot"": {""x"": 262, ""y"": 460}}",1,1,0,0,0,0,60,60,100,60,100,100
5042,o,https://withmind.cache.smilecdn.com/vod/1573780115646_2_653.mp4,0.00025,3.21074,52.65682,0.05508,2.00E-05,40.19692,1.08068,-0.00554,"{""low_spot"": {""x"": 128, ""y"": 467}, ""high_spot"": {""x"": 126, ""y"": 452}}",1,"{""low_spot"": {""x"": 385, ""y"": 467}, ""high_spot"": {""x"": 379, ""y"": 451}}",1,"{""left_spot"": {""x"": 247, ""y"": 455}, ""right_spot"": {""x"": 262, ""y"": 459}}",0,0,0,0,0,0,80,60,100,80,100,100
5042,o,https://withmind.cache.smilecdn.com/vod/1573780229873_3_653.mp4,5.00E-05,3.79813,37.51616,0.24293,1.00E-05,55.29694,1.5026,0.00473,"{""low_spot"": {""x"": 133, ""y"": 461}, ""high_spot"": {""x"": 134, ""y"": 447}}",2,"{""low_spot"": {""x"": 380, ""y"": 463}, ""high_spot"": {""x"": 377, ""y"": 446}}",1,"{""left_spot"": {""x"": 251, ""y"": 449}, ""right_spot"": {""x"": 267, ""y"": 450}}",0,1,0,0,0,0,80,60,100,80,100,100
5043,o,https://withmind.cache.smilecdn.com/vod/1598341910250_1_1398.mp4,0.0416,0.35215,34.52221,48.92805,0.32271,10.52389,0.64846,-0.0321,"{""low_spot"": {""x"": 397, ""y"": 464}, ""high_spot"": {""x"": 405, ""y"": 453}}",1,"{""low_spot"": {""x"": 470, ""y"": 427}, ""high_spot"": {""x"": 522, ""y"": 404}}",3,"{""left_spot"": {""x"": 467, ""y"": 434}, ""right_spot"": {""x"": 579, ""y"": 408}}",1,0,0,0,0,0,20,60,100,40,100,100
5043,o,https://withmind.cache.smilecdn.com/vod/1598341965577_2_1398.mp4,0.41778,0.04788,22.70234,50.11945,0.73771,17.4001,2.65514,-0.08201,"{""low_spot"": {""x"": 361, ""y"": 467}, ""high_spot"": {""x"": 545, ""y"": 402}}",3,"{""low_spot"": {""x"": 610, ""y"": 475}, ""high_spot"": {""x"": 519, ""y"": 412}}",3,"{""left_spot"": {""x"": 528, ""y"": 455}, ""right_spot"": {""x"": 558, ""y"": 414}}",1,0,5.333333333,2,7.5,2,20,40,100,60,80,100
5043,o,https://withmind.cache.smilecdn.com/vod/1598342016280_3_1398.mp4,0.10265,1.33102,35.97949,31.03748,1.2131,21.56492,4.75123,-0.02832,"{""low_spot"": {""x"": 467, ""y"": 437}, ""high_spot"": {""x"": 526, ""y"": 395}}",0,"{""low_spot"": {""x"": 625, ""y"": 464}, ""high_spot"": {""x"": 630, ""y"": 392}}",4,"{""left_spot"": {""x"": 466, ""y"": 453}, ""right_spot"": {""x"": 597, ""y"": 392}}",1,1,3.333333333,2,11,4,20,40,100,40,80,100
5044,o,https://withmind.cache.smilecdn.com/vod/1595574483162_1_1402.mp4,0,0.00026,0,11.5024,0,88.49734,-6.41397,-0.03365,"{""low_spot"": {""x"": 143, ""y"": 542}, ""high_spot"": {""x"": 133, ""y"": 463}}",3,"{""low_spot"": {""x"": 443, ""y"": 506}, ""high_spot"": {""x"": 418, ""y"": 455}}",4,"{""left_spot"": {""x"": 275, ""y"": 481}, ""right_spot"": {""x"": 329, ""y"": 527}}",0,1,30.83333333,2,33.16666667,1,60,60,100,60,100,100
5044,o,https://withmind.cache.smilecdn.com/vod/1595574547649_2_1402.mp4,0,0.55513,0,25.15268,2.00E-05,74.29215,-6.33022,-0.04488,"{""low_spot"": {""x"": 123, ""y"": 509}, ""high_spot"": {""x"": 146, ""y"": 442}}",5,"{""low_spot"": {""x"": 467, ""y"": 501}, ""high_spot"": {""x"": 421, ""y"": 429}}",5,"{""left_spot"": {""x"": 253, ""y"": 464}, ""right_spot"": {""x"": 312, ""y"": 496}}",1,0,39.33333333,2,0,0,60,40,100,60,100,100
5044,o,https://withmind.cache.smilecdn.com/vod/1595574609465_3_1402.mp4,0,2.00E-05,0,1.52055,0,98.47922,-6.61683,-0.06708,"{""low_spot"": {""x"": 173, ""y"": 523}, ""high_spot"": {""x"": 138, ""y"": 440}}",2,"{""low_spot"": {""x"": 470, ""y"": 492}, ""high_spot"": {""x"": 445, ""y"": 446}}",5,"{""left_spot"": {""x"": 282, ""y"": 442}, ""right_spot"": {""x"": 356, ""y"": 493}}",0,0,34,1,34.33333333,1,40,20,100,40,100,100
5046,o,https://withmind.cache.smilecdn.com/vod/1596088844882_1_1404.mp4,0,0.399,13.66976,0.05632,0.02168,85.82977,1.77856,-0.06058,"{""low_spot"": {""x"": 48, ""y"": 630}, ""high_spot"": {""x"": 28, ""y"": 601}}",4,"{""low_spot"": {""x"": 449, ""y"": 608}, ""high_spot"": {""x"": 438, ""y"": 553}}",4,"{""left_spot"": {""x"": 228, ""y"": 603}, ""right_spot"": {""x"": 283, ""y"": 603}}",0,1,0,0,14.16666667,5,80,60,100,60,100,100
5046,o,https://withmind.cache.smilecdn.com/vod/1596088937088_2_1404.mp4,0,0.06401,8.50832,0.00122,0.01966,91.39033,1.8011,-0.02206,"{""low_spot"": {""x"": 80, ""y"": 571}, ""high_spot"": {""x"": 60, ""y"": 543}}",0,"{""low_spot"": {""x"": 472, ""y"": 566}, ""high_spot"": {""x"": 423, ""y"": 544}}",0,"{""left_spot"": {""x"": 238, ""y"": 558}, ""right_spot"": {""x"": 282, ""y"": 571}}",0,0,0,0,0,0,60,60,100,60,100,100
5046,o,https://withmind.cache.smilecdn.com/vod/1596089019963_3_1404.mp4,0,0.02862,15.2395,0.00207,0.01726,84.70065,1.88494,-0.00702,"{""low_spot"": {""x"": 37, ""y"": 578}, ""high_spot"": {""x"": 46, ""y"": 547}}",4,"{""low_spot"": {""x"": 437, ""y"": 574}, ""high_spot"": {""x"": 426, ""y"": 546}}",1,"{""left_spot"": {""x"": 228, ""y"": 557}, ""right_spot"": {""x"": 276, ""y"": 562}}",0,0,0,0,0,0,60,60,100,60,100,100
5047,o,https://withmind.cache.smilecdn.com/vod/1596091204302_1_1405.mp4,0,0.01062,1.7943,0.03096,0,98.16412,0.50882,-0.05262,"{""low_spot"": {""x"": 67, ""y"": 540}, ""high_spot"": {""x"": 86, ""y"": 510}}",1,"{""low_spot"": {""x"": 398, ""y"": 515}, ""high_spot"": {""x"": 393, ""y"": 496}}",1,"{""left_spot"": {""x"": 221, ""y"": 516}, ""right_spot"": {""x"": 253, ""y"": 506}}",0,0,0,0,0,0,80,80,100,60,100,100
5047,o,https://withmind.cache.smilecdn.com/vod/1596091304389_2_1405.mp4,0,2.09035,4.02275,3.00E-05,0.00085,93.88602,0.45052,-0.05011,"{""low_spot"": {""x"": 97, ""y"": 537}, ""high_spot"": {""x"": 64, ""y"": 510}}",2,"{""low_spot"": {""x"": 395, ""y"": 519}, ""high_spot"": {""x"": 408, ""y"": 493}}",1,"{""left_spot"": {""x"": 224, ""y"": 522}, ""right_spot"": {""x"": 265, ""y"": 511}}",0,1,0,0,0,0,60,80,100,60,100,100
5047,o,https://withmind.cache.smilecdn.com/vod/1596091411227_3_1405.mp4,0,0.66789,0.02599,0.00643,4.00E-05,99.29961,0.60618,-0.08341,"{""low_spot"": {""x"": 84, ""y"": 553}, ""high_spot"": {""x"": 98, ""y"": 509}}",1,"{""low_spot"": {""x"": 400, ""y"": 515}, ""high_spot"": {""x"": 395, ""y"": 495}}",3,"{""left_spot"": {""x"": 218, ""y"": 515}, ""right_spot"": {""x"": 275, ""y"": 511}}",0,0,0,0,0,0,60,60,100,60,100,100
5051,o,https://withmind.cache.smilecdn.com/vod/1596470049131_1_1409.mp4,0.02811,0.49491,58.86222,26.62972,0.2631,13.3045,0.34029,0.05625,"{""low_spot"": {""x"": 50, ""y"": 536}, ""high_spot"": {""x"": 60, ""y"": 509}}",2,"{""low_spot"": {""x"": 442, ""y"": 549}, ""high_spot"": {""x"": 439, ""y"": 523}}",0,"{""left_spot"": {""x"": 244, ""y"": 522}, ""right_spot"": {""x"": 259, ""y"": 521}}",0,0,0,0,0,0,60,80,100,80,100,100
5051,o,https://withmind.cache.smilecdn.com/vod/1596470135624_2_1409.mp4,0.00831,0.20132,45.54639,26.48976,0.04223,27.56901,0.09287,0.03149,"{""low_spot"": {""x"": 52, ""y"": 543}, ""high_spot"": {""x"": 58, ""y"": 523}}",4,"{""low_spot"": {""x"": 435, ""y"": 560}, ""high_spot"": {""x"": 436, ""y"": 538}}",2,"{""left_spot"": {""x"": 238, ""y"": 542}, ""right_spot"": {""x"": 257, ""y"": 541}}",1,0,0,0,0,0,60,80,100,80,100,100
5051,o,https://withmind.cache.smilecdn.com/vod/1596470210786_3_1409.mp4,0.12569,1.13703,49.55257,24.74881,0.3206,22.07361,0.71223,0.04653,"{""low_spot"": {""x"": 45, ""y"": 569}, ""high_spot"": {""x"": 59, ""y"": 543}}",4,"{""low_spot"": {""x"": 452, ""y"": 591}, ""high_spot"": {""x"": 442, ""y"": 555}}",5,"{""left_spot"": {""x"": 237, ""y"": 563}, ""right_spot"": {""x"": 255, ""y"": 566}}",0,0,0,0,0,0,80,80,100,80,100,100
5052,o,https://withmind.cache.smilecdn.com/vod/1596522888760_1_172.mp4,0,0.14085,0.01328,4.50491,6.00E-05,95.07369,2.40225,0.06218,"{""low_spot"": {""x"": 31, ""y"": 574}, ""high_spot"": {""x"": 58, ""y"": 553}}",0,"{""low_spot"": {""x"": 405, ""y"": 589}, ""high_spot"": {""x"": 385, ""y"": 541}}",0,"{""left_spot"": {""x"": 208, ""y"": 557}, ""right_spot"": {""x"": 235, ""y"": 571}}",0,0,0,0,0,0,60,80,100,60,80,100
5052,o,https://withmind.cache.smilecdn.com/vod/1596522976088_2_172.mp4,0,0.34992,0.01573,4.53552,1.00E-05,94.6635,2.9522,0.06833,"{""low_spot"": {""x"": 28, ""y"": 573}, ""high_spot"": {""x"": 57, ""y"": 551}}",2,"{""low_spot"": {""x"": 410, ""y"": 589}, ""high_spot"": {""x"": 389, ""y"": 554}}",1,"{""left_spot"": {""x"": 208, ""y"": 563}, ""right_spot"": {""x"": 232, ""y"": 572}}",0,0,0,0,0,0,60,80,100,60,80,100
5052,o,https://withmind.cache.smilecdn.com/vod/1596523057159_3_172.mp4,1.00E-05,0.14624,0.01705,11.9483,9.00E-05,87.71064,1.792,0.05669,"{""low_spot"": {""x"": 35, ""y"": 570}, ""high_spot"": {""x"": 52, ""y"": 544}}",2,"{""low_spot"": {""x"": 410, ""y"": 589}, ""high_spot"": {""x"": 423, ""y"": 567}}",2,"{""left_spot"": {""x"": 210, ""y"": 572}, ""right_spot"": {""x"": 239, ""y"": 556}}",0,1,0,0,0,0,60,60,100,60,100,100
5053,o,https://withmind.cache.smilecdn.com/vod/1596536626589_1_172.mp4,3.00E-05,1.53707,2.67769,15.73043,0,71.12737,1.121,-0.03007,"{""low_spot"": {""x"": 97, ""y"": 549}, ""high_spot"": {""x"": 84, ""y"": 473}}",2,"{""low_spot"": {""x"": 414, ""y"": 547}, ""high_spot"": {""x"": 425, ""y"": 461}}",5,"{""left_spot"": {""x"": 254, ""y"": 492}, ""right_spot"": {""x"": 280, ""y"": 495}}",0,2,0,0,0,0,60,40,100,60,100,100
5053,o,https://withmind.cache.smilecdn.com/vod/1596536717945_2_172.mp4,0.0002,2.33006,1.72901,23.57945,0,62.82583,0.76445,-0.03877,"{""low_spot"": {""x"": 77, ""y"": 519}, ""high_spot"": {""x"": 82, ""y"": 486}}",9,"{""low_spot"": {""x"": 447, ""y"": 504}, ""high_spot"": {""x"": 459, ""y"": 481}}",6,"{""left_spot"": {""x"": 247, ""y"": 493}, ""right_spot"": {""x"": 272, ""y"": 488}}",0,0,0,0,0,0,60,60,100,60,100,100
5053,o,https://withmind.cache.smilecdn.com/vod/1596536813674_3_172.mp4,0.00248,1.12507,17.23131,13.63602,0,56.53858,3.23486,-0.018,"{""low_spot"": {""x"": 78, ""y"": 495}, ""high_spot"": {""x"": 79, ""y"": 456}}",4,"{""low_spot"": {""x"": 468, ""y"": 490}, ""high_spot"": {""x"": 456, ""y"": 460}}",8,"{""left_spot"": {""x"": 260, ""y"": 477}, ""right_spot"": {""x"": 291, ""y"": 468}}",1,0,0,0,0,0,60,60,100,60,80,100
5054,o,https://withmind.cache.smilecdn.com/vod/1596558126963_1_1410.mp4,5.00E-05,10.8775,16.20816,3.29666,0.00167,69.61544,1.2317,-0.00666,"{""low_spot"": {""x"": 0, ""y"": 0}, ""high_spot"": {""x"": 0, ""y"": 0}}",0,"{""low_spot"": {""x"": 407, ""y"": 639}, ""high_spot"": {""x"": 406, ""y"": 637}}",1,"{""left_spot"": {""x"": 0, ""y"": 0}, ""right_spot"": {""x"": 0, ""y"": 0}}",0,0,0,0,0,0,60,80,100,100,100,100
5054,o,https://withmind.cache.smilecdn.com/vod/1596558225958_2_1410.mp4,0,1.49056,4.91646,0.20741,0,93.36689,0.91726,-0.00108,"{""low_spot"": {""x"": 83, ""y"": 608}, ""high_spot"": {""x"": 95, ""y"": 595}}",1,"{""low_spot"": {""x"": 415, ""y"": 609}, ""high_spot"": {""x"": 414, ""y"": 596}}",0,"{""left_spot"": {""x"": 246, ""y"": 606}, ""right_spot"": {""x"": 255, ""y"": 598}}",0,0,0,0,0,0,80,80,100,100,100,100
5054,o,https://withmind.cache.smilecdn.com/vod/1596558315786_3_1410.mp4,0,1.96953,3.34448,0.28571,0,94.38949,0.57772,-0.02037,"{""low_spot"": {""x"": 81, ""y"": 603}, ""high_spot"": {""x"": 80, ""y"": 595}}",0,"{""low_spot"": {""x"": 412, ""y"": 600}, ""high_spot"": {""x"": 401, ""y"": 585}}",1,"{""left_spot"": {""x"": 237, ""y"": 591}, ""right_spot"": {""x"": 252, ""y"": 592}}",0,0,0,0,0,0,60,80,100,80,100,100
5056,x,https://withmind.cache.smilecdn.com/vod/1596675098617_1_1387.mp4,0,0,0,0,0,0,0,0,"{""low_spot"": {""x"": 0, ""y"": 0}, ""high_spot"": {""x"": 0, ""y"": 0}}",0,"{""low_spot"": {""x"": 0, ""y"": 0}, ""high_spot"": {""x"": 0, ""y"": 0}}",0,"{""left_spot"": {""x"": 0, ""y"": 0}, ""right_spot"": {""x"": 0, ""y"": 0}}",0,0,0,0,0,0,100,100,100,100,100,100
5056,x,https://withmind.cache.smilecdn.com/vod/1596675197554_2_1387.mp4,0,0,0,0,0,0,0,0,"{""low_spot"": {""x"": 0, ""y"": 0}, ""high_spot"": {""x"": 0, ""y"": 0}}",0,"{""low_spot"": {""x"": 0, ""y"": 0}, ""high_spot"": {""x"": 0, ""y"": 0}}",0,"{""left_spot"": {""x"": 0, ""y"": 0}, ""right_spot"": {""x"": 0, ""y"": 0}}",0,0,0,0,0,0,100,100,100,100,100,100
5056,x,https://withmind.cache.smilecdn.com/vod/1596675297632_3_1387.mp4,0,0,0,0,0,0,0,0,"{""low_spot"": {""x"": 0, ""y"": 0}, ""high_spot"": {""x"": 0, ""y"": 0}}",0,"{""low_spot"": {""x"": 0, ""y"": 0}, ""high_spot"": {""x"": 0, ""y"": 0}}",0,"{""left_spot"": {""x"": 0, ""y"": 0}, ""right_spot"": {""x"": 0, ""y"": 0}}",0,0,0,0,0,0,100,100,100,100,100,100
5057,o,https://withmind.cache.smilecdn.com/vod/1596715993414_1_1412.mp4,0,1.35762,1.00E-05,76.22162,0,21.94707,-0.6061,-0.02147,"{""low_spot"": {""x"": 85, ""y"": 458}, ""high_spot"": {""x"": 75, ""y"": 422}}",3,"{""low_spot"": {""x"": 425, ""y"": 453}, ""high_spot"": {""x"": 416, ""y"": 421}}",0,"{""left_spot"": {""x"": 244, ""y"": 442}, ""right_spot"": {""x"": 258, ""y"": 445}}",0,0,0,0,0,0,100,60,100,80,100,100
5057,o,https://withmind.cache.smilecdn.com/vod/1596716041000_2_1412.mp4,7.00E-05,0.58905,0.16211,51.5017,7.00E-05,47.73931,-0.07201,-0.00782,"{""low_spot"": {""x"": 83, ""y"": 436}, ""high_spot"": {""x"": 79, ""y"": 400}}",0,"{""low_spot"": {""x"": 423, ""y"": 434}, ""high_spot"": {""x"": 414, ""y"": 402}}",1,"{""left_spot"": {""x"": 242, ""y"": 420}, ""right_spot"": {""x"": 252, ""y"": 434}}",0,0,0,0,0,0,100,80,100,100,100,100
5057,o,https://withmind.cache.smilecdn.com/vod/1596716109185_3_1412.mp4,0,0.90154,2.00E-05,55.12646,0,43.9715,0.13986,0.03182,"{""low_spot"": {""x"": 67, ""y"": 455}, ""high_spot"": {""x"": 70, ""y"": 436}}",3,"{""low_spot"": {""x"": 415, ""y"": 472}, ""high_spot"": {""x"": 413, ""y"": 448}}",0,"{""left_spot"": {""x"": 238, ""y"": 461}, ""right_spot"": {""x"": 248, ""y"": 453}}",0,0,0,0,0,0,100,60,100,100,100,100
5058,o,https://withmind.cache.smilecdn.com/vod/1596766101502_1_1415.mp4,0.00673,15.17816,4.27396,21.11012,0.08656,55.47732,1.10054,0.02522,"{""low_spot"": {""x"": 22, ""y"": 614}, ""high_spot"": {""x"": 70, ""y"": 433}}",7,"{""low_spot"": {""x"": 475, ""y"": 517}, ""high_spot"": {""x"": 431, ""y"": 467}}",5,"{""left_spot"": {""x"": 208, ""y"": 501}, ""right_spot"": {""x"": 308, ""y"": 511}}",1,3,0,0,0,0,20,20,100,40,100,100
5058,o,https://withmind.cache.smilecdn.com/vod/1596766160846_2_1415.mp4,0,35.09507,0.02588,22.36678,2.00E-05,42.51225,3.16403,0.0645,"{""low_spot"": {""x"": 37, ""y"": 492}, ""high_spot"": {""x"": 56, ""y"": 438}}",6,"{""low_spot"": {""x"": 474, ""y"": 509}, ""high_spot"": {""x"": 458, ""y"": 474}}",7,"{""left_spot"": {""x"": 210, ""y"": 463}, ""right_spot"": {""x"": 270, ""y"": 469}}",1,0,0,0,0,0,40,40,100,60,80,100
5058,o,https://withmind.cache.smilecdn.com/vod/1596766214892_3_1415.mp4,0,39.24914,4.4611,22.66049,0,33.62926,4.1221,0.04381,"{""low_spot"": {""x"": 62, ""y"": 467}, ""high_spot"": {""x"": 60, ""y"": 422}}",4,"{""low_spot"": {""x"": 461, ""y"": 497}, ""high_spot"": {""x"": 438, ""y"": 435}}",4,"{""left_spot"": {""x"": 217, ""y"": 445}, ""right_spot"": {""x"": 289, ""y"": 470}}",0,2,0,0,0,0,40,60,100,40,80,100
5059,o,https://withmind.cache.smilecdn.com/vod/1596769037531_1_221.mp4,0.00358,0.07997,37.64164,0.81996,0.10209,60.27192,-0.1413,0.04305,"{""low_spot"": {""x"": 16, ""y"": 619}, ""high_spot"": {""x"": 83, ""y"": 424}}",9,"{""low_spot"": {""x"": 470, ""y"": 580}, ""high_spot"": {""x"": 444, ""y"": 549}}",8,"{""left_spot"": {""x"": 186, ""y"": 588}, ""right_spot"": {""x"": 415, ""y"": 579}}",1,0,11.33333333,3,19,1,20,20,100,20,100,100
5059,o,https://withmind.cache.smilecdn.com/vod/1596769110094_2_221.mp4,3.00E-05,0.25904,72.76601,0.00063,0.42052,26.52283,-2.45981,0.03364,"{""low_spot"": {""x"": 72, ""y"": 532}, ""high_spot"": {""x"": 82, ""y"": 474}}",3,"{""low_spot"": {""x"": 397, ""y"": 537}, ""high_spot"": {""x"": 394, ""y"": 504}}",0,"{""left_spot"": {""x"": 224, ""y"": 525}, ""right_spot"": {""x"": 274, ""y"": 528}}",0,0,11.66666667,4,0,0,20,60,100,60,100,100
5059,o,https://withmind.cache.smilecdn.com/vod/1596769184952_3_221.mp4,0.00136,1.2021,50.56869,0.78869,0.44738,46.40388,6.33008,0.06231,"{""low_spot"": {""x"": 158, ""y"": 548}, ""high_spot"": {""x"": 88, ""y"": 421}}",3,"{""low_spot"": {""x"": 446, ""y"": 547}, ""high_spot"": {""x"": 464, ""y"": 459}}",4,"{""left_spot"": {""x"": 223, ""y"": 444}, ""right_spot"": {""x"": 405, ""y"": 488}}",1,2,1.5,1,0,0,20,20,100,20,80,100
5060,o,https://withmind.cache.smilecdn.com/vod/1596799189346_1_1403.mp4,0.00038,0.32772,0.89938,84.46868,1.89129,12.41255,3.18658,0.02779,"{""low_spot"": {""x"": 32, ""y"": 520}, ""high_spot"": {""x"": 47, ""y"": 499}}",0,"{""low_spot"": {""x"": 435, ""y"": 532}, ""high_spot"": {""x"": 430, ""y"": 510}}",0,"{""left_spot"": {""x"": 224, ""y"": 521}, ""right_spot"": {""x"": 240, ""y"": 524}}",0,0,0,0,0,0,100,80,100,80,80,100
5060,o,https://withmind.cache.smilecdn.com/vod/1596799270923_2_1403.mp4,0.00041,1.21981,0.05173,88.07143,1.98007,8.67655,2.93617,0.02361,"{""low_spot"": {""x"": 33, ""y"": 528}, ""high_spot"": {""x"": 51, ""y"": 510}}",0,"{""low_spot"": {""x"": 428, ""y"": 538}, ""high_spot"": {""x"": 421, ""y"": 523}}",1,"{""left_spot"": {""x"": 227, ""y"": 525}, ""right_spot"": {""x"": 240, ""y"": 519}}",0,0,0,0,0,0,80,80,100,80,80,100
